"year","war","ccodea","ccodeb","original","contig.x","rivals","allies","democ_a","pow_prev","mil_prev","pow_abs","mil_abs","relpow","rate","powershift","lndistance","contig.y","dem","s_un_glo","peaceyrs","peaceyrs2","peaceyrs3","real"
1909,0,355,220,1,0,0,0,0,-0.00255300011485815,-0.00243699993006885,0.00255300011485815,0.00243699993006885,0.0387286022305489,3.0175,0.00461494922637939,6.99759578704834,0,0,0.798449993133545,1,1,1,0.482386065
1910,0,325,740,1,0,0,1,0,0.0111999996006489,0.0189999993890524,0.0111999996006489,0.0189999993890524,0.797910332679749,3.12,-0.056675523519516,8.72111320495605,0,0,0.674418985843658,50,2500,125000,-0.290099041
1910,0,385,380,1,1,0,0,1,-0.00731599982827902,0,0.00731599982827902,0,0.411856532096863,3.12,-0.00758886337280273,5.55295944213867,1,0,0.891472995281219,5,25,125,-0.290099041
1911,0,220,230,1,1,0,1,1,0,0,0,0,0.201701492071152,3.185,0.000800669193267822,6.48616075515747,1,1,0.906976997852325,2,4,8,-1.254440182
1911,0,365,345,1,0,0,0,0,0.000109000000520609,0,0.000109000000520609,0,0.012908480130136,3.185,-0.00314249843358994,6.97073030471802,0,0,0.833333015441895,33,1089,35937,-1.254440182
1911,1,325,640,1,0,1,0,0,-0.00193200004287064,0,0.00193200004287064,0,0.577001452445984,3.185,-0.067538321018219,6.97634792327881,0,0,0.736433982849121,0,0,0,-1.254440182
1912,1,350,640,0,1,1,0,1,-0.000833300000522286,0,0.000833300000522286,0,0.118567578494549,3.32,-0.269503951072693,6.2324481010437,1,0,0.857142984867096,2,4,8,-2.281045512
1912,1,355,640,1,1,0,0,0,0,0,0,0,0.172169864177704,3.32,-0.407149851322174,6.27476215362549,1,0,0.80952399969101,2,4,8,-2.281045512
1912,1,345,640,0,1,0,0,0,-0.00244099996052682,-0.00219299993477762,0.00244099996052682,0.00219299993477762,0.0891802981495857,3.32,0.0115910172462463,6.57507562637329,1,0,0.857142984867096,34,1156,39304,-2.281045512
1913,0,91,255,1,0,0,0,0,-1.56400001287693e-05,-3.28599999193102e-05,1.56400001287693e-05,3.28599999193102e-05,0.00105904485099018,3.4275,0.000182926654815674,8.68067169189453,0,0,0.666666984558105,14,196,2744,-3.39329378
1913,1,640,355,0,1,0,0,0,0.0489999987185001,0.0555999986827374,0.0489999987185001,0.0555999986827374,0.292635560035706,3.4275,NA,6.27476215362549,1,NA,0.80952399969101,0,0,0,-3.39329378
1913,1,360,355,0,1,0,0,0,0.0577000007033348,0.0595000013709068,0.0577000007033348,0.0595000013709068,0.511423647403717,3.4275,NA,5.22035598754883,1,NA,0.666666984558105,5,25,125,-3.39329378
1913,1,355,350,1,1,1,1,0,-0.0125700002536178,0,0.0125700002536178,0,0.661448121070862,3.4275,0.48311710357666,5.7868971824646,1,NA,1,5,25,125,-3.39329378
1913,0,300,93,1,0,0,0,0,0,0,0,0,0.00378291681408882,3.4275,-0.00583645328879356,8.72680568695068,0,0,0.666666984558105,13,169,2197,-3.39329378
1913,1,355,345,1,1,1,1,0,-0.0403500013053417,-0.0426700003445148,0.0403500013053417,0.0426700003445148,0.54921543598175,3.4275,0.272646546363831,5.32300996780396,1,NA,1,5,25,125,-3.39329378
1913,0,220,800,1,0,0,0,1,0.00153000000864267,0.00190999999176711,0.00153000000864267,0.00190999999176711,0.0330432988703251,3.4275,-0.00900440104305744,8.6784610748291,0,0,0.84127002954483,19,361,6859,-3.39329378
1914,1,220,300,0,0,0,0,1,0.00307999993674457,0.00362000009045005,0.00307999993674457,0.00362000009045005,0.623287856578827,3.4825,-0.0664226114749908,6.4645881652832,0,0,0.720929980278015,25,625,15625,-4.522587447
1914,1,200,640,0,0,1,0,1,0.000954999995883554,0,0.000954999995883554,0,0.121127799153328,3.4825,-0.0300510227680206,7.47420501708984,0,0,0.689921975135803,7,49,343,-4.522587447
1914,1,255,365,0,1,0,0,0,0,0,0,0,0.84823876619339,3.4825,0.00530979037284851,6.90975332260132,1,0,0.727272987365723,63,3969,250047,-4.522587447
1914,1,200,300,0,0,0,0,1,0.00514000002294779,0.00359000009484589,0.00514000002294779,0.00359000009484589,0.341875672340393,3.4825,-0.0686066150665283,6.64118194580078,0,0,0.596898972988129,49,2401,117649,-4.522587447
1914,1,365,640,0,1,1,0,0,-0.00266600004397333,-0.00308900000527501,0.00266600004397333,0.00308900000527501,0.145453274250031,3.4825,-0.0403811186552048,7.01660966873169,1,0,0.696969985961914,0,0,0,-4.522587447
1914,1,255,211,0,1,1,0,0,-0.00114499998744577,-0.00112999998964369,0.00114499998744577,0.00112999998964369,0.112334251403809,3.4825,NA,6.00388717651367,1,NA,0.720929980278015,80,6400,512000,-4.522587447
1914,1,200,255,0,0,1,0,1,0.00822999980300665,0.00412000017240644,0.00822999980300665,0.00412000017240644,0.834697008132935,3.4825,-0.0740348994731903,6.35957384109497,0,0,0.596898972988129,2,4,8,-4.522587447
1914,1,220,640,0,0,1,0,1,0,0,0,0,0.22157284617424,3.4825,-0.0299538969993591,7.38832807540894,0,0,0.751937985420227,8,64,512,-4.522587447
1914,1,255,220,0,1,1,0,0,-0.0044379997998476,-0.00379700004123151,0.0044379997998476,0.00379700004123151,0.567607939243317,3.4825,-0.00582322478294373,6.30078601837158,1,0,0.720929980278015,2,4,8,-4.522587447
1914,1,255,345,0,0,0,0,0,0.000127000006614253,0,0.000127000006614253,0,0.011793022044003,3.4825,-0.00673458632081747,6.4329400062561,0,0,0.674418985843658,36,1296,46656,-4.522587447
1914,1,211,300,0,0,0,0,1,0.00107999995816499,0.00202000001445413,0.00107999995816499,0.00202000001445413,0.32161071896553,3.4825,0.0401582717895508,6.34212160110474,0,NA,0.720929980278015,84,7056,592704,-4.522587447
1914,1,300,345,1,1,0,0,0,0.000540999986696988,0,0.000540999986696988,0,0.0338532365858555,3.4825,-0.00673630647361279,5.72358512878418,1,0,0.674418985843658,0,0,0,-4.522587447
1914,1,300,365,0,1,0,0,0,0,0,0,0,0.406056225299835,3.4825,0.045732319355011,6.94697618484497,1,0,0.727272987365723,1,1,1,-4.522587447
1915,1,325,355,0,0,0,0,0,0,0,0,0,0.13058702647686,3.86,0.0940361171960831,6.32076835632324,0,0,0.720929980278015,7,49,343,-5.137687704
1915,1,325,300,0,1,0,1,0,0,0,0,0,0.64474630355835,3.86,-0.0172085762023926,6.16120719909668,1,0,0.860464990139008,0,0,0,-5.137687704
1915,1,255,325,0,0,1,1,0,0,0,0,0,0.224455639719963,3.86,-0.0058610737323761,6.5998706817627,0,0,0.81395298242569,0,0,0,-5.137687704
1915,1,355,345,0,1,1,0,0,0,0,0,0,0.606479406356812,3.86,NA,5.32300996780396,1,NA,0.720929980278015,0,0,0,-5.137687704
1915,1,325,640,0,0,1,0,0,-0.00601299991831183,-0.00649699987843633,0.00601299991831183,0.00649699987843633,0.539702773094177,3.86,0.0353536903858185,6.97634792327881,0,0,0.674418985843658,3,9,27,-5.137687704
1915,1,355,365,0,0,0,0,0,0,0,0,0,0.0355891175568104,3.86,-0.0591951012611389,7.00850534439087,0,0,0.57575798034668,1,1,1,-5.137687704
1916,1,300,360,0,1,0,1,0,0,-0.00191899994388223,0,0.00191899994388223,0.100540369749069,4.3175,NA,6.28039598464966,1,NA,0.80952399969101,32,1024,32768,-5.264389867
1916,1,235,255,0,0,0,0,1,0.000696000002790242,0.00156999996397644,0.000696000002790242,0.00156999996397644,0.0282715447247028,4.3175,0.000178217887878418,7.27031278610229,0,0,0.666666984558105,0,0,0,-5.264389867
1916,1,355,360,0,1,0,0,0,0,0,0,0,0.503981053829193,4.3175,NA,5.22035598754883,1,NA,0.714286029338837,2,4,8,-5.264389867
1916,1,255,360,0,0,0,1,0,0,-0.000970599998254329,0,0.000970599998254329,0.0345036387443542,4.3175,NA,6.69208383560181,0,NA,0.761905014514923,1,1,1,-5.264389867
1916,1,235,300,0,0,0,0,1,0.00153000000864267,0.00307999993674457,0.00153000000864267,0.00307999993674457,0.0824735760688782,4.3175,0.00395691394805908,7.26402997970581,0,0,0.714286029338837,153,23409,3581577,-5.264389867
1916,1,360,640,0,0,0,0,0,-0.00815199967473745,-0.0154400002211332,0.00815199967473745,0.0154400002211332,0.335245817899704,4.3175,NA,6.1441855430603,0,NA,0.666666984558105,1,1,1,-5.264389867
1917,1,2,255,0,0,0,0,1,0,0.016499999910593,0,0.016499999910593,0.646675288677216,4.5825,-0.34299224615097,8.33615112304688,0,0,0.761905014514923,0,0,0,-5.001115709
1917,0,230,235,1,1,0,0,1,0,0,0,0,0.267816781997681,4.5825,0.0423312783241272,5.74620342254639,1,1,0.857142984867096,75,5625,421875,-5.001115709
1917,0,145,135,1,0,0,0,0,0,-0.00829599983990192,0,0.00829599983990192,0.365539729595184,4.5825,0.258044362068176,6.50876903533936,1,0,0.904762029647827,5,25,125,-5.001115709
1917,1,350,640,0,1,1,0,0,-0.00813599955290556,-0.0259300004690886,0.00813599955290556,0.0259300004690886,0.173917725682259,4.5825,NA,6.2324481010437,0,NA,0.761905014514923,0,0,0,-5.001115709
1917,1,300,350,0,0,0,0,0,0,0,0,0,0.0480444617569447,4.5825,NA,6.6821084022522,0,NA,0.761905014514923,19,361,6859,-5.001115709
1917,1,2,300,0,0,0,0,1,0,0.0209999997168779,0,0.0209999997168779,0.219838514924049,4.5825,-0.437953948974609,8.39570331573486,0,0,0.80952399969101,63,3969,250047,-5.001115709
1917,1,355,350,0,1,0,0,0,0,0,0,0,0.65978068113327,4.5825,NA,5.7868971824646,1,NA,0.714286029338837,0,0,0,-5.001115709
1918,0,300,235,1,0,0,0,0,-0.00141599995549768,-0.00393899995833635,0.00141599995549768,0.00393899995833635,0.0820102766156197,4.4275,NA,7.26402997970581,0,0,0.791666984558105,0,0,0,-4.482478103
1919,1,365,290,1,1,0,0,0,NA,NA,NA,NA,0.264973640441895,4.64,NA,6.57228231430054,1,0,0.918367028236389,1,1,1,-2.991256266
1919,1,220,640,1,0,1,0,1,-0.00658199982717633,-0.0108700003474951,0.00658199982717633,0.0108700003474951,0.18204440176487,4.64,NA,7.38832807540894,0,NA,0.916666984558105,0,0,0,-2.991256266
1919,1,350,640,1,1,1,0,0,-0.0109999999403954,-0.0245600007474422,0.0109999999403954,0.0245600007474422,0.206649228930473,4.64,NA,6.2324481010437,1,NA,0.916666984558105,0,0,0,-2.991256266
1919,1,360,310,0,1,0,0,0,NA,NA,NA,NA,0.4869045317173,4.64,NA,5.98645210266113,1,0,0.916666984558105,1,1,1,-2.991256266
1919,1,315,310,0,1,0,0,1,NA,NA,NA,NA,0.32050758600235,4.64,NA,5.62040090560913,1,0,0.916666984558105,1,1,1,-2.991256266
1920,1,290,368,1,1,0,0,1,-0.0181799996644258,-0.0971399992704391,0.0181799996644258,0.0971399992704391,0.0539771839976311,5.365,0.140416741371155,5.5012583732605,1,0,0.931034982204437,0,0,0,-0.564284633
1920,0,94,740,1,0,0,0,1,0,-0.000208299999940209,0,0.000208299999940209,0.0027042159345001,5.365,0.000152170658111572,9.01103496551514,0,0,0.89655202627182,0,0,0,-0.564284633
1921,0,740,70,1,0,0,0,0,0.00150999997276813,0.00592999998480082,0.00150999997276813,0.00592999998480082,0.148095443844795,5.1975,-0.0320173352956772,8.8577995300293,0,0,0.875706017017365,61,3721,226981,1.163219922
1923,0,2,150,1,0,0,0,1,-1.75700006366242e-05,-0.00013780000153929,1.75700006366242e-05,0.00013780000153929,0.000697432376910001,4.295,0.00957906246185303,8.43641662597656,0,0,0.899999976158142,47,2209,103823,3.50237033
1925,0,220,225,1,1,0,0,1,0.000465999997686595,0,0.000465999997686595,0,0.0365328602492809,4.44,0.00111907534301281,5.61312818527222,1,1,0.715847015380859,127,16129,2048383,5.626094078
1925,0,42,41,1,1,0,0,0,0.00800000037997961,0,0.00800000037997961,0,0.201395377516747,4.44,NA,NA,NA,NA,NA,NA,NA,NA,5.626094078
1926,0,325,135,1,0,0,0,0,0.00039999998989515,0.000674000009894371,0.00039999998989515,0.000674000009894371,0.0378845445811749,4.5275,0.0160578973591328,8.81803798675537,0,0,0.731182992458344,87,7569,658503,6.312803791
1926,0,255,385,1,0,0,0,1,0.000434999994467944,0,0.000434999994467944,0,0.0202121511101723,4.5275,0.0044504776597023,6.25766754150391,0,1,0.806451976299286,7,49,343,6.312803791
1927,0,740,530,1,0,0,0,0,-0.00339199998416007,-0.00688700005412102,0.00339199998416007,0.00688700005412102,0.111034162342548,4.5575,0.00351083278656006,8.78032684326172,0,0,0.883598029613495,29,841,24389,6.73413728
1929,0,92,365,1,0,0,0,0,0,0,0,0,0.0024036793038249,4.565,-3.09944152832031e-05,8.81714916229248,0,0,0.822916984558105,54,2916,157464,7.160790936
1929,1,365,710,1,1,1,0,0,0.00584000023081899,0.0103000001981854,0.00584000023081899,0.0103000001981854,0.740234076976776,4.565,-0.0178076028823853,8.18896675109863,1,0,0.822916984558105,1,1,1,7.160790936
1929,0,800,255,1,0,0,0,0,-0.00152699998579919,-0.00660800002515316,0.00152699998579919,0.00660800002515316,0.0302771870046854,4.565,0.0422772169113159,8.58541202545166,0,0,0.80952399969101,10,100,1000,7.160790936
1930,0,630,700,1,1,0,1,0,0.00796999968588352,-0.0035109999589622,0.00796999968588352,0.0035109999589622,0.681583642959595,4.45,0.0403035879135132,6.9147310256958,1,0,0.968254029750824,11,121,1331,6.573636082
1930,0,740,255,1,0,0,0,0,-0.0122400000691414,-0.0332299992442131,0.0122400000691414,0.0332299992442131,0.396490037441254,4.45,0.111167252063751,8.62119293212891,0,0,0.84127002954483,11,121,1331,6.573636082
1930,0,2,530,1,0,0,0,1,0,-0.00794799998402596,0,0.00794799998402596,0.015971265733242,4.45,0.0112067461013794,8.87234687805176,0,0,0.883598029613495,32,1024,32768,6.573636082
1931,1,740,710,1,1,1,0,0,0.00270999991334975,0.0185000002384186,0.00270999991334975,0.0185000002384186,0.39801287651062,4.3975,-0.0319727063179016,7.17472410202026,0,0,0.904762029647827,2,4,8,6.798824261
1931,1,150,145,1,1,0,0,0,0,0.00566999986767769,0,0.00566999986767769,0.365533530712128,4.3975,-0.100497841835022,6.81124448776245,1,0,0.936507999897003,0,0,0,6.798824261
1932,0,360,355,1,1,0,0,0,-0.0190999992191792,-0.0242199990898371,0.0190999992191792,0.0242199990898371,0.269805908203125,3.7525,0.0814370512962341,5.22035598754883,1,0,0.770833015441895,5,25,125,5.119486084
1934,0,41,220,1,0,0,0,0,-0.000120199998491444,-0.000175699999090284,0.000120199998491444,0.000175699999090284,0.0073966053314507,3.0775,0.00130093097686768,8.4283618927002,0,0,0.692308008670807,0,0,0,3.105305273
1934,1,325,530,1,0,1,0,0,0.00246999994851649,0.00479000015184283,0.00246999994851649,0.00479000015184283,0.100836455821991,3.0775,-0.0747379958629608,7.92117261886597,0,0,0.743589997291565,2,4,8,3.105305273
1935,0,920,325,1,0,0,0,1,0.00112999998964369,0.00150000001303852,0.00112999998964369,0.00150000001303852,0.0290639139711857,2.9025,-0.00115513801574707,9.35305404663086,0,0,0.682051002979279,15,225,3375,1.810351681
1935,0,325,93,1,0,0,0,0,8.0600002547726e-05,0.000180999995791353,8.0600002547726e-05,0.000180999995791353,0.0040153693407774,2.9025,-0.000286911439616233,8.71702671051025,0,0,0.682051002979279,35,1225,42875,1.810351681
1935,0,160,740,1,0,0,0,0,0,-0.00498700002208352,0,0.00498700002208352,0.165277719497681,2.9025,-0.01617830991745,9.34189510345459,0,0,0.938462018966675,75,5625,421875,1.810351681
1936,0,900,220,1,0,0,0,1,0.00116999994497746,0.00120000005699694,0.00116999994497746,0.00120000005699694,0.116900123655796,2.9425,0.00338494777679443,9.261794090271,0,1,0.692308008670807,16,256,4096,0.841891625
1936,0,325,560,1,0,0,0,0,-0.000693999987561256,0,0.000693999987561256,0,0.0938744321465492,2.9425,0.000806852243840694,8.56731605529785,0,0,0.743589997291565,16,256,4096,0.841891625
1936,0,70,325,1,0,0,0,0,0,0,0,0,0.184145897626877,2.9425,-0.00576955080032349,8.75919818878174,0,0,0.538461983203888,105,11025,1157625,0.841891625
1937,0,640,365,1,1,0,1,0,0.00236000004224479,0.00780999986454844,0.00236000004224479,0.00780999986454844,0.0629825592041016,3.3,-0.00139749050140381,7.01660966873169,1,0,0.737374007701874,15,225,3375,0.232130903
1937,1,740,710,1,1,1,0,0,0,0.0070699998177588,0,0.0070699998177588,0.404522269964218,3.3,NA,7.17472410202026,0,NA,0.917949020862579,0,0,0,0.232130903
1937,0,365,91,1,0,0,0,0,-0.000171699997736141,-0.00249299989081919,0.000171699997736141,0.00249299989081919,0.00205915025435388,3.3,0.00482519017532468,8.80432510375977,0,0,0.242423996329308,38,1444,54872,0.232130903
1937,0,678,740,1,0,0,0,0,0.000690000015310943,0.000980000011622906,0.000690000015310943,0.000980000011622906,0.0162720307707787,3.3,-0.00470554828643799,8.6845703125,0,0,0.887179017066956,11,121,1331,0.232130903
1937,0,255,366,1,0,0,0,0,0,-0.00343000004068017,0,0.00343000004068017,0.00934434588998556,3.3,0.00694661447778344,6.47389078140259,0,0,0.856410026550293,17,289,4913,0.232130903
1938,0,355,325,1,0,0,0,0,0,0,0,0,0.0459739491343498,3.4075,-0.0129497051239014,6.32076835632324,0,0,0.671795010566711,19,361,6859,-0.797857491
1938,1,365,740,1,1,1,0,0,-0.00297000003047287,0,0.00297000003047287,0,0.353513479232788,3.4075,0.0417869836091995,8.44548225402832,0,0,0.444444000720978,0,0,0,-0.797857491
1939,1,900,255,0,0,0,0,1,0.00215000007301569,0.00820000004023314,0.00215000007301569,0.00820000004023314,0.0793122425675392,3.73,-0.00936788320541382,9.21004009246826,0,0,0.78125,19,361,6859,-1.174964928
1939,1,740,712,1,0,0,0,0,0,0,0,0,0.00367900403216481,3.73,0.0124713107943535,7.53529691696167,0,0,0.895833015441895,2,4,8,-1.174964928
1939,1,365,375,1,1,0,1,0,-0.000302000000374392,0,0.000302000000374392,0,0.0154573637992144,3.73,0.0154917687177658,6.32076835632324,1,0,0.446153998374939,18,324,5832,-1.174964928
1939,1,560,255,0,0,0,0,0,0.000609999988228083,0.0020000000949949,0.000609999988228083,0.0020000000949949,0.039140097796917,3.73,-0.00108319520950317,8.69701194763184,0,0,0.78125,19,361,6859,-1.174964928
1939,1,20,255,0,0,0,0,1,0.00246999994851649,0.00438999990001321,0.00246999994851649,0.00438999990001321,0.12020518630743,3.73,-0.0220885872840881,8.24564647674561,0,0,0.78125,19,361,6859,-1.174964928
1939,1,200,255,0,0,0,0,1,0.0110999997705221,0.033100001513958,0.0110999997705221,0.033100001513958,0.817006528377533,3.73,-0.0100533962249756,6.35957384109497,0,0,0.53125,0,0,0,-1.174964928
1939,1,365,740,0,1,1,0,0,0,0,0,0,0.343674182891846,3.73,0.00227460265159607,8.44548225402832,0,0,0.384615004062653,0,0,0,-1.174964928
1939,0,130,365,1,0,0,0,0,0,0,0,0,0.00430910289287567,3.73,NA,8.88585567474365,0,0,0.179487004876137,85,7225,614125,-1.174964928
1939,1,220,255,0,1,1,0,1,0.00848999992012978,0.030799999833107,0.00848999992012978,0.030799999833107,0.676261126995087,3.73,-0.276194453239441,6.30078601837158,1,0,0.604166984558105,0,0,0,-1.174964928
1939,1,255,290,1,1,0,1,0,-0.00570000009611249,-0.0309399999678135,0.00570000009611249,0.0309399999678135,0.247573226690292,3.73,0.011059932410717,5.77455139160156,1,0,0.760416984558105,17,289,4913,-1.174964928
1939,1,255,211,0,1,1,0,0,-0.00307399989105761,-0.020609999075532,0.00307399989105761,0.020609999075532,0.155698999762535,3.73,NA,6.00388717651367,1,NA,0.78125,0,0,0,-1.174964928
1939,1,920,255,0,0,0,0,1,0.000540999986696988,0.00419999985024333,0.000540999986696988,0.00419999985024333,0.0114007005468011,3.73,3.20076942443848e-05,9.33105278015137,0,0,0.78125,19,361,6859,-1.174964928
1940,1,800,220,1,0,0,0,0,-0.000475400011055171,0.000523999973665923,0.000475400011055171,0.000523999973665923,0.0573664978146553,3.385,-0.000936806201934814,8.6784610748291,0,0,0.82513701915741,46,2116,97336,-2.280334761
1940,1,255,385,0,0,0,0,0,-0.000853999983519316,-0.00441800011321902,0.000853999983519316,0.00441800011321902,0.0226186960935593,3.385,NA,6.25766754150391,0,NA,0.737704992294312,0,0,0,-2.280334761
1940,1,325,200,0,0,0,0,0,-0.00257600005716085,0,0.00257600005716085,0,0.427169471979141,3.385,0.185534238815308,6.79234457015991,0,0,0.595628023147583,0,0,0,-2.280334761
1940,1,255,210,0,1,0,0,0,-0.00224000005982816,-0.0122699998319149,0.00224000005982816,0.0122699998319149,0.0645164996385574,3.385,NA,5.87773561477661,1,NA,0.737704992294312,0,0,0,-2.280334761
1940,1,325,350,0,0,0,0,0,-0.00369099993258715,-0.00703699979931116,0.00369099993258715,0.00703699979931116,0.121503084897995,3.385,0.313571125268936,6.4831075668335,0,0,0.770492017269135,16,256,4096,-2.280334761
1940,1,255,350,0,0,0,0,0,-0.0026310000102967,-0.0238099992275238,0.0026310000102967,0.0238099992275238,0.0481758862733841,3.385,0.00376361981034279,7.02286815643311,0,0,0.683059990406036,21,441,9261,-2.280334761
1941,1,20,740,0,0,0,0,1,0,-0.00279100006446242,0,0.00279100006446242,0.231682255864143,3.115,-0.0517582893371582,8.76701736450195,0,0,0.703703999519348,21,441,9261,-3.007971802
1941,1,355,560,0,0,0,0,0,0.00454000011086464,0.00960000045597553,0.00454000011086464,0.00960000045597553,0.488617926836014,3.115,NA,8.5767822265625,0,0,0.740741014480591,21,441,9261,-3.007971802
1941,1,2,360,0,0,0,0,1,0,0,0,0,0.0408900454640388,3.115,NA,8.5091609954834,0,0,0.493826985359192,0,0,0,-3.007971802
1941,1,2,355,0,0,0,0,1,0.000128999992739409,0.00176000001374632,0.000128999992739409,0.00176000001374632,0.00800912734121084,3.115,NA,8.50106334686279,0,0,0.493826985359192,22,484,10648,-3.007971802
1941,1,255,345,0,1,0,0,0,-0.00332599994726479,-0.0244299992918968,0.00332599994726479,0.0244299992918968,0.0722459107637405,3.115,0.0141680529341102,6.4329400062561,1,0,0.716049015522003,0,0,0,-3.007971802
1941,1,355,345,0,1,1,1,0,-0.00323099992237985,0,0.00323099992237985,0,0.271245151758194,3.115,NA,5.32300996780396,1,0,0.740741014480591,11,121,1331,-3.007971802
1941,1,355,365,0,0,0,0,0,0.000292000011540949,0,0.000292000011540949,0,0.0129723697900772,3.115,NA,7.00850534439087,0,0,0.612120985984802,0,0,0,-3.007971802
1941,1,355,900,0,0,0,0,0,0,0,0,0,0.246179163455963,3.115,NA,9.16387748718262,0,0,0.740741014480591,21,441,9261,-3.007971802
1941,1,255,2,0,0,0,0,0,-0.0140100000426173,-0.0399199984967709,0.0140100000426173,0.0399199984967709,0.492609441280365,3.115,0.0417726337909698,8.33615112304688,0,0,0.469135999679565,0,0,0,-3.007971802
1941,1,740,900,0,0,0,0,0,-0.00222099991515279,0,0.00222099991515279,0,0.153209373354912,3.115,0.0249680578708649,8.50633430480957,0,0,0.703703999519348,21,441,9261,-3.007971802
1941,1,200,310,0,0,0,0,1,-0.000530000019352883,-0.00144200003705919,0.000530000019352883,0.00144200003705919,0.0575994551181793,3.115,0.00898373499512672,6.80572271347046,0,0,0.617283999919891,21,441,9261,-3.007971802
1941,1,310,350,0,0,0,0,0,-0.00219999998807907,0,0.00219999998807907,0,0.81704169511795,3.115,-0.334062069654465,6.5496506690979,0,0,0.716049015522003,23,529,12167,-3.007971802
1941,1,740,200,0,0,0,0,0,-0.00545899989083409,0,0.00545899989083409,0,0.568674743175507,3.115,0.0221046805381775,8.69064235687256,0,0,0.555555999279022,0,0,0,-3.007971802
1941,1,2,325,0,0,0,0,1,0.00167999998666346,0.00795000046491623,0.00167999998666346,0.00795000046491623,0.1614790558815,3.115,-0.00751975923776627,8.40893936157227,0,0,0.469135999679565,37,1369,50653,-3.007971802
1941,1,200,355,0,0,0,0,1,0,0,0,0,0.0205405410379171,3.115,NA,7.13329601287842,0,0,0.592593014240265,22,484,10648,-3.007971802
1941,1,325,345,0,1,0,0,0,-0.00192099995911121,0,0.00192099995911121,0,0.193176984786987,3.115,-0.217442721128464,6.10702276229858,1,0,0.765432000160217,0,0,0,-3.007971802
1941,1,255,365,0,1,0,0,0,-0.00670999987050891,-0.0301500000059605,0.00670999987050891,0.0301500000059605,0.663347184658051,3.115,0.0730731189250946,6.90975332260132,1,0,0.612120985984802,0,0,0,-3.007971802
1941,1,740,920,0,0,0,0,0,-0.000661000027321279,0,0.000661000027321279,0,0.0198884885758162,3.115,0.0213137902319431,8.66025447845459,0,0,0.703703999519348,21,441,9261,-3.007971802
1941,1,740,2,0,0,0,0,0,-0.00548399984836578,-0.0135800000280142,0.00548399984836578,0.0135800000280142,0.223526239395142,3.115,0.0555180311203003,8.82173252105713,0,0,0.456790000200272,0,0,0,-3.007971802
1941,1,740,560,0,0,0,0,0,0,0,0,0,0.076358251273632,3.115,0.0218456350266933,9.12325668334961,0,0,0.703703999519348,21,441,9261,-3.007971802
1941,1,355,920,0,0,0,0,0,0,0,0,0,0.532352089881897,3.115,NA,9.30437660217285,0,0,0.740741014480591,21,441,9261,-3.007971802
1941,1,365,375,0,1,0,0,0,-0.000300000014249235,0,0.000300000014249235,0,0.0159911476075649,3.115,0.0241469088941813,6.32076835632324,1,0,0.721212029457092,0,0,0,-3.007971802
1941,1,355,350,0,1,1,1,0,-0.00482999999076128,-0.00530300009995699,0.00482999999076128,0.00530300009995699,0.440780997276306,3.115,NA,5.7868971824646,1,0,0.691357970237732,0,0,0,-3.007971802
1941,1,2,310,0,0,0,0,1,0,0,0,0,0.0222372636198997,3.115,-0.00640273559838533,8.42551612854004,0,0,0.469135999679565,23,529,12167,-3.007971802
1941,1,310,365,0,0,0,0,0,0.00127000000793487,0.000709999992977828,0.00127000000793487,0.000709999992977828,0.0364391580224037,3.115,-0.0506680011749268,6.88141107559204,1,0,0.587879002094269,23,529,12167,-3.007971802
1941,1,310,345,0,1,0,0,0,-0.00123499997425824,0,0.00123499997425824,0,0.746483206748962,3.115,-0.283817678689957,5.28320360183716,1,0,0.716049015522003,2,4,8,-3.007971802
1941,1,360,365,0,1,0,0,0,0.0020000000949949,0,0.0020000000949949,0,0.0659425556659698,3.115,NA,6.8373327255249,1,0,0.612120985984802,0,0,0,-3.007971802
1941,1,200,360,0,0,0,0,1,0,-0.00324400002136827,0,0.00324400002136827,0.10615549236536,3.115,NA,7.17011976242065,0,0,0.592593014240265,0,0,0,-3.007971802
1941,1,360,345,0,1,0,1,0,0,0,0,0,0.740570187568665,3.115,NA,5.62762117385864,1,0,0.740741014480591,18,324,5832,-3.007971802
1941,1,20,355,0,0,0,0,1,-0.00138399994466454,-0.0111300004646182,0.00138399994466454,0.0111300004646182,0.161627173423767,3.115,NA,8.43054580688477,0,0,0.740741014480591,21,441,9261,-3.007971802
1942,0,200,101,1,0,0,0,1,0.000182999996468425,-0.000479799986351281,0.000182999996468425,0.000479799986351281,0.0118769844993949,3.0225,-5.6473829317838e-05,8.44762897491455,0,0,0.474359005689621,38,1444,54872,-3.286620574
1942,0,325,91,1,0,0,0,0,-0.000109100001282059,-0.000371700007235631,0.000109100001282059,0.000371700007235631,0.00569582358002663,3.0225,-0.000208162193302996,8.70979499816895,0,0,0.628205001354218,0,0,0,-3.286620574
1942,0,94,365,1,0,0,0,1,2.37999993260019e-05,2.78999996226048e-05,2.37999993260019e-05,2.78999996226048e-05,0.000633279618341476,3.0225,-3.58223915100098e-05,8.82702827453613,0,0,0.484277009963989,22,484,10648,-3.286620574
1943,0,365,920,1,0,0,1,0,0,0.00071699998807162,0,0.00071699998807162,0.00731949834153056,3.0975,0.0018391702324152,9.23921966552734,0,0,0.730768978595734,3,9,27,-3.213515325
